author_id,author_name,anci_score,cagr_score,linear_trend_score,pqi_score
101597616,Ehsan Pari,0.0,,0.0,0.0
101654431,Jakob Havtorn,0.0,,0.0,0.0
101655391,Lee Xiong,0.0,,0.0,0.0
101668216,Beomseok Lee,0.0,,0.0,0.0
101694948,Atakan Kara,0.0,,0.0,0.0
101721481,Amin Ahmad,0.0,,0.0,0.0
101829183,Wei Zhou,0.0,,0.0,0.0
101841139,Emily Gade,0.0,,0.0,0.0
101880623,Nojun Kwak,0.0,,0.0,0.0
101904272,Andrea Seveso,0.0,,0.0,0.0
10195617,Myrl Marmarelis,0.0,,0.0,0.0
101958625,Chryssi Giannitsarou,0.0,,0.0,0.0
10196196,Christine Montgomery,0.0,,0.0,0.0
10197529,Janarthanan Rajendran,0.0,,0.0,0.0
102030571,Galina Angelova,0.0,,0.0,0.0
102052663,Victoria Ng,0.0,,0.0,0.0
102076291,Yuji Sawai,0.0,,0.0,0.0
102078849,Seongbum Seo,0.0,,0.0,0.0
102129631,Arash Ardakani,0.0,,0.0,0.0
10213745,Martha E. Pollack,0.0,,0.0,0.0
102206853,Dhanasekaran nan,0.0,,0.0,0.0
10220743,Sumeet Singh,0.0,,0.0,0.0
102222453,Alon Benhaim,0.0,,0.0,0.0
102229040,Gary Farmaner,0.0,,0.0,0.0
10223265,Tomoki Doi,0.0,,0.0,0.0
102233136,Daniel Reich,0.0,,0.0,0.0
102247492,Faculdade Lisboa,0.0,,0.0,0.0
102251951,Adrien Bazoge,0.0,,0.0,0.0
102253939,Brandon McKinzie,0.0,,0.0,0.0
102262203,Si-Qi Tang,0.0,,0.0,0.0
102282931,Charlotte Pouw,0.0,,0.0,0.0
102315613,Leonid Sinev,0.0,,0.0,0.0
102320235,Hao Yang,0.0,,0.0,0.0
10237116,Grace Hui Yang,0.0,,0.0,0.0
102376484,Yotam Perlitz,0.0,,0.0,0.0
102377563,Yoshio Nakao,0.0,,0.0,0.0
102379512,S. vStajner,0.0,,0.0,0.0
10238549,Tianlin Shi,0.0,,0.0,0.0
102413194,Jupinder Parmar,0.0,,0.0,0.0
10241715,Amandla Mabona,0.0,,0.0,0.0
102429215,Kai-Fu Lee,0.0,,0.0,0.0
10245677,Varun Khurana,0.0,,0.0,0.0
10245861,Ali Ghodsi,0.0,,0.0,0.0
102475503,Toki Sherbakov,0.0,,0.0,0.0
102485516,Frederic Dreyer,0.0,,0.0,0.0
102487474,Tiwalayo Eisape,0.0,,0.0,0.0
102489044,Jianing Zhou,0.0,,0.0,0.0
102500367,Shu-Kai Zheng,0.0,,0.0,0.0
102501957,Alexander Podolskiy,0.0,,0.0,0.0
102524625,Greg Burnham,0.0,,0.0,0.0
102529478,Franck Genet,0.0,,0.0,0.0
102536922,Sam Davidson,0.0,,0.0,0.0
102540266,Se Joo,0.0,,0.0,0.0
102549875,Aitor Lewkowycz,0.0,,0.0,0.0
102551486,Ethan Nadler,0.0,,0.0,0.0
102568656,Tom Pelsmaeker,0.0,,0.0,0.0
10258164,Sopan Khosla,0.0,,0.0,0.0
102582040,Zef Rosnbrick,0.0,,0.0,0.0
102589705,Dan Padnos,0.0,,0.0,0.0
102590513,Kaize Shi,0.0,,0.0,0.0
102604362,Avi Schwarzschild,0.0,,0.0,0.0
102611512,Communications Technology,0.0,,0.0,0.0
102622146,Junjie Luo,0.0,,0.0,0.0
102629101,Jannik Pedersen,0.0,,0.0,0.0
102629714,East University,0.0,,0.0,0.0
102642891,S. University,0.0,,0.0,0.0
102648923,Charith Peris,0.0,,0.0,0.0
102649445,Eleftheria Tsipidi,0.0,,0.0,0.0
102663176,Saeideh Esfahani,0.0,,0.0,0.0
102665013,Haopeng Ren,0.0,,0.0,0.0
102666144,Martin Laursen,0.0,,0.0,0.0
102669988,Mokanarangan Thayaparan,0.0,,0.0,0.0
102682026,National Information,0.0,,0.0,0.0
102700312,School Science,0.0,,0.0,0.0
102707804,Michael Twiton,0.0,,0.0,0.0
102711702,Shota Nakada,0.0,,0.0,0.0
102712558,Dariusz Kajtoch,0.0,,0.0,0.0
102731494,Haihui Fan,0.0,,0.0,0.0
102733632,Eugene Rohrbaugh,0.0,,0.0,0.0
102786751,José Deulofeu,0.0,,0.0,0.0
102793124,Constantin Eichenberg,0.0,,0.0,0.0
102801230,Rafael Rafailov,0.0,,0.0,0.0
102811815,Marcello Federico,0.0,,0.0,0.0
102822751,Lukas Stoetzer,0.0,,0.0,0.0
102849249,Reda Boumasmoud,0.0,,0.0,0.0
102872728,Xi Wang,0.0,,0.0,0.0
102896535,Xiang Wu,0.0,,0.0,0.0
102914307,D. G. Kuehner,0.0,,0.0,0.0
102930249,Seung-kook Ryu,0.0,,0.0,0.0
102930251,Su-Rin Ryu,0.0,,0.0,0.0
102946994,David Muchlinski,0.0,,0.0,0.0
10297565,Jinzhu Lu,0.0,,0.0,0.0
10297746,Satya Almasian,0.0,,0.0,0.0
102992612,Zi-cong Huang,0.0,,0.0,0.0
102998695,Sujay Khandagale,0.0,,0.0,0.0
103010588,Zhong Zhang,0.0,,0.0,0.0
103014010,Eojin Jeon,0.0,,0.0,0.0
103016698,Instituto T'ecnico,0.0,,0.0,0.0
103022133,Jacob Bremerman,0.0,,0.0,0.0
10305011,Habeebah Kakudi,0.0,,0.0,0.0
10305789,M. Janina Sarol,0.0,,0.0,0.0
103065244,Peilin Liang,0.0,,0.0,0.0
103080663,Vilhelm Ehrenheim,0.0,,0.0,0.0
103081544,Gabriel Skantze,0.0,,0.0,0.0
103083101,C. Lisboa,0.0,,0.0,0.0
103092912,Zhijie Sang,0.0,,0.0,0.0
103126567,C. University,0.0,,0.0,0.0
103138865,Pierre Finnimore,0.0,,0.0,0.0
103143311,Tom Henighan,0.0,,0.0,0.0
103145485,Jesse Cresswell,0.0,,0.0,0.0
10316631,Maksim Podkorytov,0.0,,0.0,0.0
103183394,Vladimir Dobrovolskii,0.0,,0.0,0.0
103185207,Dingyang Chen,0.0,,0.0,0.0
103202004,Zhenhua Feng,0.0,,0.0,0.0
103226724,Paiheng Xu,0.0,,0.0,0.0
103245682,Tao Zhang,0.0,,0.0,0.0
10324691,Kawin Ethayarajh,0.0,,0.0,0.0
103277778,Christophe Touret,0.0,,0.0,0.0
103299006,Oleg Zinkevich,0.0,,0.0,0.0
103320665,George Pennacchi,0.0,,0.0,0.0
103329682,Aman Kassahun Wassie,0.0,,0.0,0.0
103334047,Ari Silburt,0.0,,0.0,0.0
103351910,Jia-Xing Hong,0.0,,0.0,0.0
103381698,Ron Dicarlantonio,0.0,,0.0,0.0
103404553,Hritik Bansal,0.0,,0.0,0.0
103405110,Hannah Korevaar,0.0,,0.0,0.0
103422608,Ian Sohl,0.0,,0.0,0.0
103432693,Ramya Boppana,0.0,,0.0,0.0
103476203,Stella Biderman,0.0,,0.0,0.0
10347824,Marie M. Vaughan,0.0,,0.0,0.0
103492671,Catalina Goanta,0.0,,0.0,0.0
10349529,Prabal Agarwal,0.0,,0.0,0.0
103526996,Kremena Valkanova,0.0,,0.0,0.0
103538973,Afra Alishahi,0.0,,0.0,0.0
103560469,Fangjie Ma,0.0,,0.0,0.0
10357841,Pinkesh Badjatiya,0.0,,0.0,0.0
103580520,Seongjin Shin,0.0,,0.0,0.0
103586459,Maria Finatto,0.0,,0.0,0.0
103596213,Kolby Nottingham,0.0,,0.0,0.0
103603255,Yehui Tang,0.0,,0.0,0.0
103619315,Wai Lam,0.0,,0.0,0.0
103666082,Meghavarshini Krishnaswamy,0.0,,0.0,0.0
103680841,Adam Nohejl,0.0,,0.0,0.0
103682620,Sylvain Gugger,0.0,,0.0,0.0
103690594,Kangyang Luo,0.0,,0.0,0.0
10373738,Hyeonmin Ha,0.0,,0.0,0.0
103745861,Sairam Sundaresan,0.0,,0.0,0.0
103750594,Chengjin Xu,0.0,,0.0,0.0
103756614,Renlong Jie,0.0,,0.0,0.0
103760064,Nan-Jiang Jiang,0.0,,0.0,0.0
10381629,Shengjie Qiu,0.0,,0.0,0.0
103817248,Zhenhou Hong,0.0,,0.0,0.0
10382513,Konstantinos Meichanetzidis,0.0,,0.0,0.0
103829114,Austin Herrick,0.0,,0.0,0.0
103839296,Jessica Zipf,0.0,,0.0,0.0
103839825,Fabio Massimo Zanzotto,0.0,,0.0,0.0
103841287,Mohsen Tabasi,0.0,,0.0,0.0
103868929,Hyonsook Lee,0.0,,0.0,0.0
103882825,Prerna Bharti,0.0,,0.0,0.0
103896164,Haoyan Liu,0.0,,0.0,0.0
103931166,Nicolae-Cătălin Ristea,0.0,,0.0,0.0
10398264,Mikhail Khodak,0.0,,0.0,0.0
10399052,Irene Viola,0.0,,0.0,0.0
104014275,Millicent Ochieng,0.0,,0.0,0.0
104041391,Samuel Ackerman,0.0,,0.0,0.0
104053818,Rilwan Adewoyin,0.0,,0.0,0.0
104066045,Atticus Harrigan,0.0,,0.0,0.0
104084918,Pavel Samygin,0.0,,0.0,0.0
104090174,Bing’er Jiang,0.0,,0.0,0.0
104128958,Jonah Lubin,0.0,,0.0,0.0
104142864,Nitesh Sekhar,0.0,,0.0,0.0
104166593,Laiba Mehnaz,0.0,,0.0,0.0
10419477,Amir Gholami,0.0,,0.0,0.0
104209321,E. Shannon Tass,0.0,,0.0,0.0
104268229,Quanjia Yan,0.0,,0.0,0.0
10429727,Luca Mouchel,0.0,,0.0,0.0
104300808,Dongfang Lou,0.0,,0.0,0.0
104304055,Chaewon Park,0.0,,0.0,0.0
10430740,Leonardo Ribeiro,0.0,,0.0,0.0
104333826,Kellin Pelrine,0.0,,0.0,0.0
104339089,Leticia Pinto-Alva,0.0,,0.0,0.0
104348300,Anna Alsop,0.0,,0.0,0.0
104350259,Diego Doimo,0.0,,0.0,0.0
104354626,Jonathan Pilault,0.0,,0.0,0.0
104375103,Yunmo Chen,0.0,,0.0,0.0
104382958,Peng Xu,0.0,,0.0,0.0
104404761,Minsam Kim,0.0,,0.0,0.0
104410110,Taru Jain,0.0,,0.0,0.0
104444594,Steven Basart,0.0,,0.0,0.0
10444824,Yoonhyung Kim,0.0,,0.0,0.0
104450036,Nur Lan,0.0,,0.0,0.0
104463827,Shuohuan Wang,0.0,,0.0,0.0
104606119,Avik Sil,0.0,,0.0,0.0
104612547,Waqar Muhammad,0.0,,0.0,0.0
104619254,John Harvill,0.0,,0.0,0.0
10469987,Donghyun Kwak,0.0,,0.0,0.0
104706163,Mohammad pour,0.0,,0.0,0.0
104768157,Christian Wibisono,0.0,,0.0,0.0
104788767,Mohammad Khosravani,0.0,,0.0,0.0
104843747,Weiguang Han,0.0,,0.0,0.0
105040217,Brendan Callahan,0.0,,0.0,0.0
105042132,Zuoyu Tian,0.0,,0.0,0.0
105073992,Yihan Dong,0.0,,0.0,0.0
10606368,Chak Yan Yeung,0.0,,0.0,0.0
10619607,Richard Goodrum,0.0,,0.0,0.0
10633165,Christine Morrison,0.0,,0.0,0.0
10638646,Joey Zhou,0.0,,0.0,0.0
10662951,Valentin Khrulkov,0.0,,0.0,0.0
10666396,Nikita Nangia,0.0,,0.0,0.0
10668128,Angelo Schiavone,0.0,,0.0,0.0
10669236,Gaël Guibon,0.0,,0.0,0.0
10670068,Guillaume Gadek,0.0,,0.0,0.0
10673612,Kaisheng Zeng,0.0,,0.0,0.0
10675303,Chaotao Chen,0.0,,0.0,0.0
10675491,Xianghu Yue,0.0,,0.0,0.0
10676335,Jiangyue Yan,0.0,,0.0,0.0
10677993,Salman Mohammed,0.0,,0.0,0.0
10679643,Max Grusky,0.0,,0.0,0.0
10680347,Yilin Niu,0.0,,0.0,0.0
10680632,Unnat Jain,0.0,,0.0,0.0
10684139,João Aires,0.0,,0.0,0.0
10684484,Yunpu Ma,0.0,,0.0,0.0
10698483,Jacob Menick,0.0,,0.0,0.0
10699417,Hangbo Bao,0.0,,0.0,0.0
10702047,Nanna Inie,0.0,,0.0,0.0
10703821,Mengting Hu,0.0,,0.0,0.0
10707709,Martin Raison,0.0,,0.0,0.0
10708829,K. Deemter,0.0,,0.0,0.0
10710723,Yuanhang Ren,0.0,,0.0,0.0
10716543,Lotem Peled,0.0,,0.0,0.0
10721120,Ramakanth Pasunuru,0.0,,0.0,0.0
10723295,Dhruv Madeka,0.0,,0.0,0.0
10727711,Charles Lovering,0.0,,0.0,0.0
10729963,Trishala Neeraj,0.0,,0.0,0.0
10730859,Alex Mechaber,0.0,,0.0,0.0
10732140,Sreevidya Khatravath,0.0,,0.0,0.0
10733510,Tom Zhou,0.0,,0.0,0.0
10733723,Yuepei Li,0.0,,0.0,0.0
10734735,Philip Yeres,0.0,,0.0,0.0
10735510,Fred Hohman,0.0,,0.0,0.0
10735955,Benedikt Boenninghoff,0.0,,0.0,0.0
10736308,Guillaume Salha-Galvan,0.0,,0.0,0.0
10737060,Siddharth Karamcheti,0.0,,0.0,0.0
10741225,Minsuk Chang,0.0,,0.0,0.0
10751749,Kathrin Ballweg,0.0,,0.0,0.0
10753214,Aliaksandr Siarohin,0.0,,0.0,0.0
10754559,Huy Quang Ung,0.0,,0.0,0.0
10756122,Vaden Masrani,0.0,,0.0,0.0
10761233,Haiyun Peng,0.0,,0.0,0.0
10765024,Taiwo Kolajo,0.0,,0.0,0.0
10769461,Nikunj Saunshi,0.0,,0.0,0.0
107745709,Alan Ansell,0.0,,0.0,0.0
107747459,Haolun Wu,0.0,,0.0,0.0
10775293,Yaoming Zhu,0.0,,0.0,0.0
107763813,Kyeongpil Kang,0.0,,0.0,0.0
107801878,Helong Zhou,0.0,,0.0,0.0
10780897,Damai Dai,0.0,,0.0,0.0
10781161,Thiziri Belkacem,0.0,,0.0,0.0
107822771,Avery Quynh,0.0,,0.0,0.0
10783142,Ilias Chalkidis,0.0,,0.0,0.0
107846485,Pradyumn Sinha,0.0,,0.0,0.0
10788591,Jongyoon Song,0.0,,0.0,0.0
10791325,Ozan Caglayan,0.0,,0.0,0.0
10796472,James Martin,0.0,,0.0,0.0
107973475,Furkan Şahinuç,0.0,,0.0,0.0
10800084,Jasy Liew,0.0,,0.0,0.0
108040932,Robin Algayres,0.0,,0.0,0.0
108044950,Viji Sathy,0.0,,0.0,0.0
108053318,Yangsibo Huang,0.0,,0.0,0.0
108056624,Guillaume Staerman,0.0,,0.0,0.0
108075584,Sachit Kuhar,0.0,,0.0,0.0
108085542,Rui Wang,0.0,,0.0,0.0
108125344,Yuhang Bai,0.0,,0.0,0.0
108148310,Dongmin Hyun,0.0,,0.0,0.0
10820929,Kaiyu Qian,0.0,,0.0,0.0
10830623,Hitoshi Miyai,0.0,,0.0,0.0
108321629,Dehghani Tafti,0.0,,0.0,0.0
10836604,Kobi Leins,0.0,,0.0,0.0
108403054,Azmi Yuksel,0.0,,0.0,0.0
108508643,Ian Porada,0.0,,0.0,0.0
108529205,Ekaterina Garanina,0.0,,0.0,0.0
108759157,Ibrahim Farouq,0.0,,0.0,0.0
108792855,Barea Sinno,0.0,,0.0,0.0
108809027,Gina Bustamante,0.0,,0.0,0.0
10918587,Bowen Tan,0.0,,0.0,0.0
10960878,Donald Sturgeon,0.0,,0.0,0.0
11001673,Deepak Pandita,0.0,,0.0,0.0
11004068,Susmitha Wunnava,0.0,,0.0,0.0
11011292,Sejoon Oh,0.0,,0.0,0.0
11019215,Markus Zlabinger,0.0,,0.0,0.0
11030219,Timothy O'Donnell,0.0,,0.0,0.0
11032020,Ezekiel Soremekun,0.0,,0.0,0.0
11032852,Zheng Wang,0.0,,0.0,0.0
11034998,Reyhaneh Jabbarvand,0.0,,0.0,0.0
11035690,Vimig Socrates,0.0,,0.0,0.0
11059382,Dimitris Stripelis,0.0,,0.0,0.0
11062405,Hubert Devonish,0.0,,0.0,0.0
11064745,Raha Moraffah,0.0,,0.0,0.0
11070957,Weipeng Chen,0.0,,0.0,0.0
11073942,Jay Lee,0.0,,0.0,0.0
11095339,Xiaoyu Lv,0.0,,0.0,0.0
11121990,Huan Sun,0.0,,0.0,0.0
11126660,Sebastian Stüker,0.0,,0.0,0.0
11149237,Qi Liu,0.0,,0.0,0.0
11150265,Bob Rotsted,0.0,,0.0,0.0
11154967,Dylan Fitzpatrick,0.0,,0.0,0.0
11178191,Roy Byrd,0.0,,0.0,0.0
11207348,Polina Harik,0.0,,0.0,0.0
11214691,Yuchen Ren,0.0,,0.0,0.0
11220282,Lukas Galke,0.0,,0.0,0.0
11223062,Lizhong Chen,0.0,,0.0,0.0
11242310,David Kartchner,0.0,,0.0,0.0
11243844,Penghui Zhu,0.0,,0.0,0.0
11267515,Niko Partanen,0.0,,0.0,0.0
112862525,Yifei Xin,0.0,,0.0,0.0
112863312,Jiefu Gong,0.0,,0.0,0.0
112897627,Taichi Iki,0.0,,0.0,0.0
112906667,Clément Romac,0.0,,0.0,0.0
112924568,Sebastian Nehrdich,0.0,,0.0,0.0
112940065,Nasim Nouri,0.0,,0.0,0.0
112943514,Shoval Sadde,0.0,,0.0,0.0
112956362,Mahdi Kamalabad,0.0,,0.0,0.0
11298055,Tuan-Anh Hoang,0.0,,0.0,0.0
113048894,Yaowei Zheng,0.0,,0.0,0.0
113057658,Emily Prudhommeaux,0.0,,0.0,0.0
113066842,Lingmin Ran,0.0,,0.0,0.0
113087283,Zhiheng Yan,0.0,,0.0,0.0
113110096,Neal Brodnik,0.0,,0.0,0.0
113117127,Shashank Rajput,0.0,,0.0,0.0
113188334,Andrea Fabio,0.0,,0.0,0.0
113210882,Junran Wu,0.0,,0.0,0.0
11323133,Yingchi Liu,0.0,,0.0,0.0
11323179,Yinhan Liu,0.0,,0.0,0.0
113242887,Thanh Lam Hoang,0.0,,0.0,0.0
113253455,Jan Ruiter,0.0,,0.0,0.0
113257140,Santiago Cuervo,0.0,,0.0,0.0
113272505,Jurgen Van De Walle,0.0,,0.0,0.0
113293663,Jitin Krishnan,0.0,,0.0,0.0
113310344,Yu Wang,0.0,,0.0,0.0
113317827,Yuanxing Liu,0.0,,0.0,0.0
113320522,Leon Derczynski,0.0,,0.0,0.0
113410861,Alexander Pugantsov,0.0,,0.0,0.0
113437495,Fanyu Wang,0.0,,0.0,0.0
113469882,Michael Heck,0.0,,0.0,0.0
113477341,Kazoo Sone,0.0,,0.0,0.0
113477466,Luke Breitfeller,0.0,,0.0,0.0
11348687,Jungo Kasai,0.0,,0.0,0.0
113488234,Kevin Lang,0.0,,0.0,0.0
11349854,Yingjie Fei,0.0,,0.0,0.0
113505781,Renana Keydar,0.0,,0.0,0.0
113506459,Xinsong Zhang,0.0,,0.0,0.0
113520204,Hung To,0.0,,0.0,0.0
113540133,Ovio Olaru,0.0,,0.0,0.0
113568063,Dmytro Okhonko,0.0,,0.0,0.0
113577839,Ping Chen,0.0,,0.0,0.0
113610145,Tanrada Pansuwan,0.0,,0.0,0.0
113703011,Vladislav Hnatovskiy,0.0,,0.0,0.0
113705775,Lukas Stappen,0.0,,0.0,0.0
113760187,Chenhao Niu,0.0,,0.0,0.0
11376893,Anh Mac,0.0,,0.0,0.0
113774878,Sebastian Walter,0.0,,0.0,0.0
113793572,Ehm Miltersen,0.0,,0.0,0.0
11379939,Karttikeya Mangalam,0.0,,0.0,0.0
113810201,Vishrav Chaudhary,0.0,,0.0,0.0
113817427,Debanjali Biswas,0.0,,0.0,0.0
113828976,Joshua Howland,0.0,,0.0,0.0
113832356,Simona Georgescu,0.0,,0.0,0.0
11386282,Alessandro Sciré,0.0,,0.0,0.0
113869710,Carel Niekerk,0.0,,0.0,0.0
113906155,Li Yang,0.0,,0.0,0.0
113916198,Ahmed Awadallah,0.0,,0.0,0.0
113947684,Abdel-rahman Mohamed,0.0,,0.0,0.0
113968682,Soyoung Park,0.0,,0.0,0.0
113981222,Benjamin Lecouteux,0.0,,0.0,0.0
114060427,Ş. Păun,0.0,,0.0,0.0
114072366,M. Nayyer,0.0,,0.0,0.0
114088560,J. Kamps,0.0,,0.0,0.0
114172611,Chi Hu,0.0,,0.0,0.0
114250963,Gregory Chanan,0.0,,0.0,0.0
114276298,Soichiro Fujita,0.0,,0.0,0.0
114385901,Andriy Mulyar,0.0,,0.0,0.0
114438707,Xiaodon Shi,0.0,,0.0,0.0
11445222,Heng Wang,0.0,,0.0,0.0
114462250,Jian-zhuo Liu,0.0,,0.0,0.0
114465403,Emre Yilmaz,0.0,,0.0,0.0
11447228,Jun Zhao,0.0,,0.0,0.0
114483585,Dong Yu,0.0,,0.0,0.0
114557127,Chi Cheang,0.0,,0.0,0.0
114565986,Akshen Kadakia,0.0,,0.0,0.0
114577307,Chris Alberti,0.0,,0.0,0.0
114596433,Jaeyeol Jeon,0.0,,0.0,0.0
114621402,Chen Wu,0.0,,0.0,0.0
114626341,Tatiana Anikina,0.0,,0.0,0.0
114654431,Eric Waltenburg,0.0,,0.0,0.0
114664112,Nan Bai,0.0,,0.0,0.0
114689671,Jian Yao,0.0,,0.0,0.0
114693523,Rheeya Uppaal,0.0,,0.0,0.0
114722805,Sai Prayaga,0.0,,0.0,0.0
114743098,Angela Ng,0.0,,0.0,0.0
114746025,Özen Dolcerocca,0.0,,0.0,0.0
114762823,Arnaud Stiegler,0.0,,0.0,0.0
114789302,Tatsuya Hiraoka,0.0,,0.0,0.0
11480711,Amanda Myntti,0.0,,0.0,0.0
114822633,Robert Filbin,0.0,,0.0,0.0
11483088,A. Cano,0.0,,0.0,0.0
114850513,Ahmed Baruwa,0.0,,0.0,0.0
114874509,Zahra Azin,0.0,,0.0,0.0
114902240,Miriam Bodell,0.0,,0.0,0.0
114904655,Zi Chai,0.0,,0.0,0.0
114952298,Marie-Anne Lachaux,0.0,,0.0,0.0
114986604,Elena Chiu,0.0,,0.0,0.0
115012068,Alexander Helle,0.0,,0.0,0.0
115085922,Shengmin Piao,0.0,,0.0,0.0
115098946,Avinash Madasu,0.0,,0.0,0.0
115103586,Martin Funkquist,0.0,,0.0,0.0
115127177,Christopher Earls,0.0,,0.0,0.0
115133125,Alon Zoizner,0.0,,0.0,0.0
115144369,Dmitry Nikolaev,0.0,,0.0,0.0
115153451,Eunseong Choi,0.0,,0.0,0.0
115192625,Ashwini Challa,0.0,,0.0,0.0
115202081,João Magalhães,0.0,,0.0,0.0
115250823,Cassandra Overney,0.0,,0.0,0.0
115300694,Jan Fell,0.0,,0.0,0.0
115304452,James Finch,0.0,,0.0,0.0
115361209,Lunyiu Nie,0.0,,0.0,0.0
11538960,Mateusz Lango,0.0,,0.0,0.0
115412405,Yasumasa Onoe,0.0,,0.0,0.0
115418216,D. Weeraratne,0.0,,0.0,0.0
115419489,Zhixu Li,0.0,,0.0,0.0
115430684,Michał Tkaczyk,0.0,,0.0,0.0
115444019,Grady Simon,0.0,,0.0,0.0
11545402,Silviu Paun,0.0,,0.0,0.0
115470245,Rohil Verma,0.0,,0.0,0.0
11550122,Diya Li,0.0,,0.0,0.0
115501276,Joshua McDuffie,0.0,,0.0,0.0
115501617,Stefano Campese,0.0,,0.0,0.0
115508430,Shraddha Barke,0.0,,0.0,0.0
115516475,Huibin Ruan,0.0,,0.0,0.0
115528615,Leena Pillai,0.0,,0.0,0.0
115549795,Chengzhuo Ding,0.0,,0.0,0.0
115560211,Yuri Ji,0.0,,0.0,0.0
115633907,Yunzhe Lv,0.0,,0.0,0.0
115643437,Yueen Ma,0.0,,0.0,0.0
115656171,Yang Mo,0.0,,0.0,0.0
115665360,Abdelrahman Abdallah,0.0,,0.0,0.0
115669262,François Marelli,0.0,,0.0,0.0
115681118,Wazir Ali,0.0,,0.0,0.0
115731137,Dina Zverinski,0.0,,0.0,0.0
115733611,Leslie Huang,0.0,,0.0,0.0
11575056,Debarshi Sanyal,0.0,,0.0,0.0
115761476,Gerardo Diaz,0.0,,0.0,0.0
115794735,Hugo López,0.0,,0.0,0.0
115877520,Cong Wang,0.0,,0.0,0.0
11593687,Yuze Gao,0.0,,0.0,0.0
115986373,Yumo Xu,0.0,,0.0,0.0
115986457,Yang Xu,0.0,,0.0,0.0
115999068,Rabindra Nath Nandi,0.0,,0.0,0.0
116020578,Shouvik Kumar Guha,0.0,,0.0,0.0
116028424,Michael Goin,0.0,,0.0,0.0
116043250,Kamen Brestnichki,0.0,,0.0,0.0
116050023,Wilson Fearn,0.0,,0.0,0.0
116105856,Nicolas Garneau,0.0,,0.0,0.0
116108499,Evgeniy Slobodkin,0.0,,0.0,0.0
116116237,Nohil Park,0.0,,0.0,0.0
116122080,William Fu-Hinthorn,0.0,,0.0,0.0
116180147,Amulya Gupta,0.0,,0.0,0.0
11618346,Chia-Chien Hung,0.0,,0.0,0.0
116195690,Joshua Tanner,0.0,,0.0,0.0
